,id,asin,title,price,original_price,currency,star_rating,num_ratings,url,photo,num_offers,minimum_offer_price,is_best_seller,is_amazon_choice,is_prime,climate_pledge_friendly,sales_volume_in_past_month,delivery,has_variations,coupon_text,unit_price,unit_count,availability
112,112,B0D5XX22X2,"Open Ear Clip Headphones, Bluetooth 5.3 Wireless Headphones Built-in Mic with Charging Case LED Display Sports Earphones 30 Hours Playtime Bluetooth Earbuds with Earhooks for Workout (Black)",45.99,,USD,4.9,16,https://www.amazon.com/dp/B0D5XX22X2,https://m.media-amazon.com/images/I/51xcubzIN4L._AC_UL960_FMwebp_QL65_.jpg,1,45.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save 50% with coupon,,,
113,113,B0D86PLHMK,"2024 Newest WiFi Extender, WiFi Repeater, WiFi Booster, Covers Up to 8640 Sq.ft and 60 Devices, Internet Booster - with Ethernet Port, Quick Setup, Home Wireless Signal Booster",14.99,,USD,4.4,17,https://www.amazon.com/dp/B0D86PLHMK,https://m.media-amazon.com/images/I/512MJk+uttL._AC_UL960_FMwebp_QL65_.jpg,1,14.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 20% with coupon,,,
114,114,B0D7ZY98B5,"LEVN [2024 Version] Wireless Headset with Mic for Work, Bluetooth Headset with Microphone (AI Noise Cancelling), Wireless Headset for Work from Home/Office/Call Center/PC/Computer/Laptop/Teams/Zoom",75.99,89.99,USD,4.9,47,https://www.amazon.com/dp/B0D7ZY98B5,https://m.media-amazon.com/images/I/61XEkFVyauL._AC_UL960_FMwebp_QL65_.jpg,1,75.99,False,False,True,True,1.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save $10.00 with coupon,,,
115,115,B0D83G11V2,"[3+2 Pack] for Samsung Galaxy S23+/Plus Privacy Screen Protector 6.6 Inch, 9H Tempered Glass, No Bubbles, Fingerprint Unlock, Case Friendly Compatible with Samsung Galaxy S23 Plus Anti Spy Glass Screen Saver 5G",13.99,,USD,4.4,3138,https://www.amazon.com/dp/B0D83G11V2,https://m.media-amazon.com/images/I/61oTfL9-WvL._AC_UL960_FMwebp_QL65_.jpg,1,13.99,False,False,True,False,50.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
116,116,B0D93K9QKN,"TV Antenna for Smart TV, 700+ Miles Range Digital TV Antenna Indoor,TV Antenna for Local Channels Best Rated 2024 Support HD 4K 8K1080p All TV&#x27;s - Amplifier Signal Booster &amp; Thick Cable",35.99,,USD,5.0,24,https://www.amazon.com/dp/B0D93K9QKN,https://m.media-amazon.com/images/I/91iiFn8IMpL._AC_UL960_FMwebp_QL65_.jpg,2,34.55,False,False,True,False,200.0,"FREE delivery Mon, Aug 5 Or fastest delivery Mon, Jul 29",False,Save 5% with coupon,,,
117,117,B0D4Y72BCS,"Security Cameras Wireless Outdoor/Indoor, 2K Magnetic Mount WIFI Cameras for Home Security with AI Motion Detection, 32G SD/Cloud Storage, Color Night Vision, 2-Way Audio",59.99,,USD,5.0,11,https://www.amazon.com/dp/B0D4Y72BCS,https://m.media-amazon.com/images/I/71LIia-twhL._AC_UL960_FMwebp_QL65_.jpg,1,59.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,Save 25% with coupon,,,
118,118,B0D5DLF39S,"Jabra Elite 10 Gen 2 Wireless Earbuds with Dolby Atmos Spatial Sound - Advanced Noise Cancelling, All Day Comfort for Work and Fitness, in-ear Bluetooth Headphones with Smart Case - Gloss Black",279.99,,USD,3.8,5,https://www.amazon.com/dp/B0D5DLF39S,https://m.media-amazon.com/images/I/61jlOGJONOL._AC_UL960_FMwebp_QL65_.jpg,2,277.19,False,False,True,False,300.0,"FREE delivery Wed, Jul 31 Or fastest delivery Mon, Jul 29",False,,,,
119,119,B0D4DTYYC5,iPhone Charger Fast Charging 10 ft Cord【Apple Certified】 USB C to Lightning Cable 10ft with 20W Fast Charger Block for iPhone 14 Pro Max/13 Plus/12 Mini/11/iPad Pro/Air(2-Pack),13.59,16.99,USD,4.5,4981,https://www.amazon.com/dp/B0D4DTYYC5,https://m.media-amazon.com/images/I/51fobthm4EL._AC_UL960_FMwebp_QL65_.jpg,2,9.51,False,False,True,False,500.0,"FREE delivery Thu, Aug 1 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
120,120,B0D86V1MZM,Carplay Wireless Adapter for Factory Wired CarPlay 2024 Upgrade Plug &amp; Play 5.8GHz WiFi Bluetooth Auto Connect CarPlay Dongle Converts Wired to Wireless for Cars from 2015 &amp; iPhone iOS 10+,29.99,,USD,4.6,69,https://www.amazon.com/dp/B0D86V1MZM,https://m.media-amazon.com/images/I/61ZSLYL3lEL._AC_UL960_FMwebp_QL65_.jpg,1,29.99,False,False,False,False,500.0,FREE delivery on $35 shipped by Amazon.,False,Save 20% with coupon,,,
121,121,B0D7HMDT3Q,"Anuck Magnetic Phone Ring Holder for MagSafe, Strong Magnet Phone Grip Stand Holder Anti-scratch Adjustable Kickstand for iPhone 15 14 13 12, Pro, Pro Max, Mini, Plus, for Mag Safe Cases, All Black",12.99,,USD,4.3,523,https://www.amazon.com/dp/B0D7HMDT3Q,https://m.media-amazon.com/images/I/616YcF+K2mL._AC_UL960_FMwebp_QL65_.jpg,1,12.99,False,False,True,False,200.0,"FREE delivery Thu, Aug 1 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 10% with coupon,,,
122,122,B0D6C2MF57,"[MFi Certified] iPhone Charger Fast Charging,3Pack 20W Dual Port QC + PD 3.0 Power USB C Wall Charger Block Adapter with 10FT Long USB C to Lightning Cord Compatible with iPhone14 /13/12/11Pro/XR/X/XS",15.99,,USD,4.7,9,https://www.amazon.com/dp/B0D6C2MF57,https://m.media-amazon.com/images/I/71JkqlklDmL._AC_UL960_FMwebp_QL65_.jpg,1,15.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 5% with coupon,,,
123,123,B0D9H9FSL6,"Wired Earbuds 2 Pack, Earbuds HiFi Stereo Wired Earphones Headphones with Microphone Volume Control Compatible with iPad, Laptop, MP3, Android Smartphones, Fits All 3.5mm Jack Device",7.99,,USD,4.2,3,https://www.amazon.com/dp/B0D9H9FSL6,https://m.media-amazon.com/images/I/613z0Qpj1ZL._AC_UL960_FMwebp_QL65_.jpg,1,7.99,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 10% with coupon,,,
124,124,B0D4QGD3LB,"45W Super Fast Charger USB C Wall Charger Block &amp; Type C Fast Charging Cable Cord Compatible with Samsung Galaxy S24/S23/S22/S21/S20/Ultra/Plus/FE,Note 20/10,Galaxy Tab S9,Z Fold/Z Flip,A54,A14",9.99,,USD,4.5,73,https://www.amazon.com/dp/B0D4QGD3LB,https://m.media-amazon.com/images/I/61pjWLNwYuL._AC_UL960_FMwebp_QL65_.jpg,1,9.99,False,False,True,False,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
125,125,B0D9F7PZ4N,"2 Pack-USB C Headphones for iPhone 15 Type C Earbuds Wired Earphones with Mic &amp; Remote Control Noise Cancelling for iPhone 15 pro, iPad Pro, Galaxy S23/S22/S21/S20/Ultra Note 10/20, Pixel 7/6/6a/5/4",12.98,,USD,4.7,19980,https://www.amazon.com/dp/B0D9F7PZ4N,https://m.media-amazon.com/images/I/51ONdMhpsgL._AC_UL960_FMwebp_QL65_.jpg,1,12.98,True,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 5% with coupon,,,
126,126,B0D7ZQFVFD,"1080P Security Camera Wireless Outdoor with Solar Panel for Home Security, Color Night Vision, PIR Motion Detection, Cloud Storage, 2-Way Audio, Live View Bullet Surveillance Cam (2 Spotlights)",24.98,,USD,4.3,237,https://www.amazon.com/dp/B0D7ZQFVFD,https://m.media-amazon.com/images/I/61q1BsvEw7L._AC_UL960_FMwebp_QL65_.jpg,1,24.98,False,False,True,False,100.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,,,,
127,127,B0D5RHRD2D,Hybrid Technology Silicone covered Memory Foam Ear Tips for AirPods Pro 1st &amp; 2nd Gen. 3 Pairs. Original white color replacement tips with combined Best of Both Worlds: Comfort &amp; Protection. (S/M/L),24.99,29.99,USD,4.5,5,https://www.amazon.com/dp/B0D5RHRD2D,https://m.media-amazon.com/images/I/51ud-rNkQjL._AC_UL960_FMwebp_QL65_.jpg,1,24.99,False,False,True,True,200.0,"FREE delivery Wed, Jul 31 on $35 of items shipped by AmazonOr fastest delivery Mon, Jul 29",False,Save 10% with coupon,,,
